"legid","Term","FirstName","LastName","Age","Hometown","Qualifier","OccupationSlovak","Party","PartyName","PartyVote","PartyPrefVotes","PartySeats","PrefVotes","InitialRank","FinalRank","RankDifference","ClearedThresh","InitialTop4","MovedToSafe","MovedUp","GearysC","Discipline","things.sponsored","bills.sponsored","amend.sponsored","mean.bill.cosp","mean.amend.cosp","unique.bill.cosp","unique.amend.cosp","RiceOrdinary","RiceDesposato","RollRate","Party_next","PartyName_next","PartyVote_next","PartyPrefVotes_next","PartySeats_next","PrefVotes_next","InitialRank_next","FinalRank_next","RankDifference_next","ClearedThresh_next","InitialTop4_next","MovedToSafe_next","MovedUp_next","GearysC_next","Retired","Switched","TitlesNumber"
308,2002,"Michal","Vajda",46,"","MUDr.","súkr. lekár",10,"KSS",181872,307307,10,16970,4,4,0,0,1,0,0,0.2814482,0.875617501764291,10,9,1,8.22222222222222,24,11,24,0.718772053634439,0.77209284090018,0.18454481298518,16,"KSS",89418,189872,0,542,31,32,-1,0,0,0,0,0.2138629,0,0,1
309,2002,"Ivan","Varga",49,"","Ing.","riaditel",5,"Smer",387100,673096,25,1747,24,24,0,0,0,0,0,0.1991247,0.878969654199012,7,1,6,4,1,4,4,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,4314,19,20,-1,0,0,0,0,0.3476206,0,0,1
309,2006,"Ivan","Varga",53,"Hlohovec","Ing.","poslanec NR SR",19,"Smer",671185,1440267,50,4314,19,20,-1,0,0,0,0,0.3476206,0.964563370095823,4,3,1,1,4,2,4,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1521,55,55,0,0,0,0,0,1.980013,0,0,1
310,2002,"Róbert","Madej",21,"","0","študent",5,"Smer",387100,673096,25,5938,19,19,0,0,0,0,0,0.1512833,0.933839096683133,73,19,54,2.78947368421053,3.14285714285714,19,46,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,10933,29,29,0,0,0,0,0,0.3366233,0,0,1
310,2006,"Róbert","Madej",25,"Zvolen","Mgr.","poslanec NR SR",19,"Smer",671185,1440267,50,10933,29,29,0,0,0,0,0,0.3366233,0.981558488519255,15,15,0,1,0,8,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,2617,61,61,0,0,0,0,0,1.689773,0,0,1
311,2002,"Zuzana","Martináková",41,"","0","novinárka",2,"SDKÚ",433953,869811,28,62903,5,5,0,1,0,0,0,0.1750874,0.72635850388144,15,13,2,2.84615384615385,3,8,3,0.77010115266996,0.804325148646566,0.0116443189837685,11,"SF",79963,158793,0,45177,1,1,0,1,1,0,0,0.2278376,0,1,1
312,2002,"Libuša","Martinceková",41,"","0","hlavný manager",2,"SDKÚ",433953,869811,28,1916,22,22,0,0,0,0,0,0.0826079,0.969654199011997,2,1,1,7,1,7,1,0.77010115266996,0.804325148646566,0.0116443189837685,,,,,,,,,,,,,,,1,,1
313,2006,"László","Miklós",57,"Bratislava","prof., RNDr., DrSc.","vysokoškolský profesor",10,"SMK",269111,791726,20,13590,13,10,3,1,0,0,1,0.4267159,0.884469354547098,6,5,1,29.6,0,60,0,0.765804857470017,0.765804857470017,0.255107575483638,7,"SMK",109638,309527,0,6581,12,10,2,1,0,0,1,1.01922,0,0,3
314,2006,"Ivan","Mikloš",46,"Bratislava","Ing.","podpredseda vlády SR a minister financií SR",18,"SDKÚ",422815,999034,31,199801,2,2,0,1,1,0,0,0.4804655,0.871813415295607,22,22,0,7.77272727272727,0,60,0,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,185444,2,2,0,1,1,0,0,1.172543,0,0,1
315,2002,"Ján","Mikolaj",48,"","prof., I","univerzitný profesor",6,"HZDS",560691,1310310,35,14379,6,6,0,0,0,0,0,0.2205702,0.717537050105857,6,1,5,10,16,10,30,0.432486473770877,0.627355601968387,0.167254763585039,20,"SNS",270230,541733,20,15914,6,6,0,1,0,0,0,0.4009521,0,1,2
316,2002,"Ján","Mikuš",50,"","Ing.","riaditel firmy",6,"HZDS",560691,1310310,35,2484,27,26,1,0,0,0,1,0.1202527,0.782639378969654,3,2,1,10.5,1,20,1,0.432486473770877,0.627355601968387,0.167254763585039,,,,,,,,,,,,,,,1,,1
317,2002,"Jozef","Mikuš",42,"","Ing.","technik",2,"SDKÚ",433953,869811,28,7802,6,6,0,0,0,0,0,0.2448667,0.980769230769231,29,2,27,10.5,1.66666666666667,20,19,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,7703,13,14,-1,0,0,0,0,0.477514,0,0,1
317,2006,"Jozef","Mikuš",46,"Zvolen","Ing.","poslanec NR SR",18,"SDKÚ",422815,999034,31,7703,13,14,-1,0,0,0,0,0.477514,0.922437172301573,4,4,0,13.25,0,50,0,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,11022,10,13,-3,0,0,0,0,1.772603,0,0,1
318,2002,"Tibor","Mikuš",49,"","Ing.","generálny riaditel",6,"HZDS",560691,1310310,35,20395,8,8,0,0,0,0,0,0.3578228,0.794107268877911,16,3,13,7,8.2,16,39,0.432486473770877,0.627355601968387,0.167254763585039,14,"HZDS",202540,527450,15,33930,10,3,7,1,0,0,1,0.4428541,0,0,1
318,2006,"Tibor","Mikuš",53,"Trnava","Ing.","poslanec NR SR",14,"HZDS",202540,527450,15,33930,10,3,7,1,0,0,1,0.4428541,0.772012294340987,0,0,0,0,0,0,0,0.674177363948653,0.674177363948653,0.0142831314409691,,,,,,,,,,,,,,,1,,1
319,2002,"Pavol","Minárik",45,"","RNDr.","námestník primátora",12,"KDH",237202,523559,15,10054,4,7,-3,0,1,0,0,0.1583757,0.955363443895554,62,33,29,6.39393939393939,2.93333333333333,63,34,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,3283,7,12,-5,0,0,0,0,0.1490571,0,0,1
319,2006,"Pavol","Minárik",48,"Bratislava","RNDr.","poslanec NR SR",6,"KDH",191443,485752,14,3283,7,12,-5,0,0,0,0,0.1490571,0.818477671307178,45,39,6,3.79487179487179,4.75,51,18,0.723919725185319,0.723919725185319,0.287470620141023,,,,,,,,,,,,,,,1,,1
320,2002,"Peter","Miššík",44,"","JUDr.","právnik",2,"SDKÚ",433953,869811,28,3045,12,12,0,0,0,0,0,0.0673787,0.97635850388144,24,7,17,4.28571428571429,2.83333333333333,19,24,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,2568,20,20,0,0,0,0,0,0.2438568,0,0,1
320,2006,"Peter","Miššík",48,"Nitra","JUDr.","poslanec NR SR",18,"SDKÚ",422815,999034,31,2568,20,20,0,0,0,0,0,0.2438568,0.922617971433737,21,10,11,9.4,2,55,4,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,1690,41,41,0,0,0,0,0,1.766904,0,0,1
321,2002,"Karol","Mitrík",55,"","Ing.","polnohosp. inžinier",2,"SDKÚ",433953,869811,28,3244,17,17,0,0,0,0,0,0.195238,0.960832745236415,14,5,9,2.6,2,8,12,0.77010115266996,0.804325148646566,0.0116443189837685,,,,,,,,,,,,,,,1,,1
322,2002,"Dušan","Munko",57,"","Ing.","generálny riaditel",5,"Smer",387100,673096,25,3330,9,9,0,0,0,0,0,0.0765594,0.918136908962597,10,2,8,3.5,1.5,7,6,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,1719,23,24,-1,0,0,0,0,-0.0142605,0,0,1
323,2002,"Milan","Murgaš",51,"","doc., In","rektor univerzity",5,"Smer",387100,673096,25,57099,4,3,1,1,1,0,1,0.18858,0.838390966831334,18,5,13,5.4,4,16,16,0.683028829817821,0.756230308806173,0.111326746647848,,,,,,,,,,,,,,,1,,2
324,2002,"Lajos","Ladányi",44,"","0","informatik",11,"SMK",321069,789916,20,1938,22,23,-1,0,0,0,0,0.3216581,0.971418489767114,5,4,1,6.25,1,17,1,0.742781749562763,0.785533373686545,0.0127028934368384,10,"SMK",269111,791726,20,5160,30,31,-1,0,0,0,0,0.368822,0,0,1
325,2002,"Jozef","Hurban",46,"","Ing.","financný riaditel",2,"SDKÚ",433953,869811,28,2561,30,30,0,0,0,0,0,0.2871538,0.766937191249118,34,20,14,3.55,2.08333333333333,41,18,0.77010115266996,0.804325148646566,0.0116443189837685,,,,,,,,,,,,,,,1,,1
326,2002,"Viliam","Novotný",29,"","MUDr.","lekár",2,"SDKÚ",433953,869811,28,2757,34,34,0,0,0,0,0,0.2550058,0.979534227240649,4,2,2,6,30,11,30,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,5411,26,26,0,0,0,0,0,0.3051578,0,0,1
326,2006,"Viliam","Novotný",33,"Košice","MUDr.","lekár",18,"SDKÚ",422815,999034,31,5411,26,26,0,0,0,0,0,0.3051578,0.933827517627915,17,10,7,7.4,4.66666666666667,58,23,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,14472,6,8,-2,1,0,0,0,0.829827,0,0,1
327,2002,"Ján","Pataky",47,"","JUDr.","komercný právnik",2,"SDKÚ",433953,869811,28,1760,39,39,0,0,0,0,0,0.500146,0.963126323218066,12,8,4,4.875,3.66666666666667,24,11,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,3197,28,28,0,0,0,0,0,0.4479613,0,0,1
327,2006,"Ján","Pataky",51,"Hertník","JUDr.","poslanec NR SR",18,"SDKÚ",422815,999034,31,3197,28,28,0,0,0,0,0,0.4479613,0.870186223106129,1,1,0,50,0,50,0,0.732176218887483,0.732176218887483,0.24697161453625,,,,,,,,,,,,,,,1,,1
328,2002,"Petra","Masácová",28,"","Mgr.","tlmocnícka, preklada",2,"SDKÚ",433953,869811,28,1331,31,31,0,0,0,0,0,0.0452795,0.934368383909668,1,1,0,2,0,2,0,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,1647,34,34,0,0,0,0,0,0.0311195,0,0,1
329,2002,"Vladimír","Horák",46,"","Ing.","strojný inžinier",2,"SDKÚ",433953,869811,28,1083,33,33,0,0,0,0,0,0.4792865,0.966654904728299,22,2,20,6,1.92307692307692,12,21,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,195,73,73,0,0,0,0,0,0.2986322,0,0,1
331,2002,"Jozef","Miklušicák",47,"","Mgr.","geológ",12,"KDH",237202,523559,15,4457,16,16,0,0,0,0,0,0.7281138,0.959597741707833,49,7,42,9.14285714285714,2.16666666666667,27,20,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,3237,13,17,-4,0,0,0,0,0.7135493,0,0,1
332,2002,"Mária","Majdová",29,"","Bc.","zdravotná sestra",12,"KDH",237202,523559,15,4068,19,19,0,0,0,0,0,0.0473828,0.936309103740296,23,3,20,5.33333333333333,7.18181818181818,14,57,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,5181,17,21,-4,0,0,0,0,0.1380461,0,0,1
334,2002,"Vlastimil","Ondrejka",49,"","JUDr.","právnik",17,"ANO",230309,442270,15,1418,38,38,0,0,0,0,0,0.2726314,0.766231474947071,9,4,5,3,2.33333333333333,8,6,0.397366395072817,0.625876417160821,0.13196894848271,8,"ANO",32775,71843,0,1369,8,7,1,1,0,0,1,0.1838017,0,0,1
335,2002,"Imrich","Hamarcák",47,"","Ing.","štátny zamestnanec",17,"ANO",230309,442270,15,803,29,29,0,0,0,0,0,0.2674885,0.781933662667608,22,12,10,3,4.375,27,32,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
336,2002,"Peter","Biroš",52,"","MUDr.","lekár",17,"ANO",230309,442270,15,4106,21,21,0,0,0,0,0,0.2915097,0.784932956951306,13,10,3,5.1,1.33333333333333,22,4,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
337,2002,"István","Pásztor",45,"","Ing.","elektroinžinier",11,"SMK",321069,789916,20,5404,25,25,0,0,0,0,0,0.7498236,0.952893436838391,0,0,0,0,0,0,0,0.742781749562763,0.785533373686545,0.0127028934368384,10,"SMK",269111,791726,20,10125,16,16,0,1,0,0,0,0.8057772,0,0,1
337,2006,"István","Pásztor",49,"Kráľovský Chlmec","Ing.","elektroinžinier",10,"SMK",269111,791726,20,10125,16,16,0,1,0,0,0,0.8057772,0.910685228710902,6,3,3,36,0,59,0,0.765804857470017,0.765804857470017,0.255107575483638,7,"SMK",109638,309527,0,6313,10,11,-1,1,0,0,0,0.7892889,0,0,1
338,2002,"János","Szigeti",49,"","0","ekonóm",11,"SMK",321069,789916,20,4542,24,24,0,0,0,0,0,0.5103255,0.9742413549753,0,0,0,0,0,0,0,0.742781749562763,0.785533373686545,0.0127028934368384,10,"SMK",269111,791726,20,10240,23,15,8,1,0,1,1,0.6671003,0,0,1
338,2006,"János","Szigeti",53,"Búč","","starosta",10,"SMK",269111,791726,20,10240,23,15,8,1,0,1,1,0.6671003,0.954619417826794,4,4,0,36.5,0,60,0,0.765804857470017,0.765804857470017,0.255107575483638,,,,,,,,,,,,,,,1,,0
339,2002,"Kamila","Jandzíková",38,"","Mgr.","manažérka",17,"ANO",230309,442270,15,1987,23,23,0,0,0,0,0,0.1657941,0.506527875793931,1,1,0,6,0,6,0,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
340,2002,"Iveta","Henzélyová",39,"","Mgr.","pedagogicka",17,"ANO",230309,442270,15,3065,22,22,0,0,0,0,0,0.1486464,0.826570218772054,2,2,0,4.5,0,9,0,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
624,2002,"Ján","Bielik",47,"","doc., MU","lekár",12,"KDH",237202,523559,15,2530,24,24,0,0,0,0,0,0.178038,0.620501058574453,4,1,3,14,0.666666666666667,14,2,0.557734314615049,0.673197903014417,0.0206422018348624,,,,,,,,,,,,,,,1,,2
633,2002,"Viktor","Béreš",25,"","Ing.","manažér",17,"ANO",230309,442270,15,421,66,66,0,0,0,0,0,0.1948597,0.670430486944248,2,0,2,0,5,0,5,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
634,2002,"Ján","Dlhopolcek",50,"","PhDr.","obchodný manažér",6,"HZDS",560691,1310310,35,1596,45,44,1,0,0,0,1,0.2310216,0.763408609738885,2,2,0,6.5,0,13,0,0.432486473770877,0.627355601968387,0.167254763585039,14,"HZDS",202540,527450,15,1242,35,35,0,0,0,0,0,0.434204,0,0,1
635,2002,"Stanislav","Kahanec",48,"","Ing.","strojný inžinier",12,"KDH",237202,523559,15,3973,45,45,0,0,0,0,0,0.5326017,0.690543401552576,1,1,0,14,0,14,0,0.557734314615049,0.673197903014417,0.0206422018348624,6,"KDH",191443,485752,14,5889,22,11,11,1,0,1,1,0.5820062,0,0,1
635,2006,"Stanislav","Kahanec",51,"Prešov","Ing.","zástupca riaditeľa obchodnej spoločnosti",6,"KDH",191443,485752,14,5889,22,11,11,1,0,1,1,0.5820062,0.885192551075755,12,10,2,15.5,10.5,59,21,0.723919725185319,0.723919725185319,0.287470620141023,13,"KDH",215755,518170,15,5722,31,31,0,0,0,0,0,2.101317,0,0,1
636,2002,"Jaroslav","Ivanco",31,"","Mgr.","ucitel",2,"SDKÚ",433953,869811,28,791,56,56,0,0,0,0,0,0.3454627,0.645201129146083,6,3,3,6.66666666666667,15.5,10,30,0.77010115266996,0.804325148646566,0.0116443189837685,18,"SDKÚ",422815,999034,31,1867,31,31,0,0,0,0,0,0.4874606,0,0,1
636,2006,"Jaroslav","Ivančo",35,"Svidník","Mgr.","poslanec NR SR",18,"SDKÚ",422815,999034,31,1867,31,31,0,0,0,0,0,0.4874606,0.892966913758814,15,8,7,13.125,4.75,59,14,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,3858,14,17,-3,0,0,0,0,1.350044,0,0,1
637,2002,"György","Juhász",32,"","PaedDr.","vysokoškolský ucitel",11,"SMK",321069,789916,20,2956,27,27,0,0,0,0,0,0.0635139,0.643966125617502,2,0,2,0,2,0,2,0.742781749562763,0.785533373686545,0.0127028934368384,10,"SMK",269111,791726,20,4792,19,21,-2,0,0,0,0,0.2012279,0,0,1
637,2006,"György","Juhász",36,"Tvrdošovce","PaedDr., PhD.","vysokoškolský učiteľ",10,"SMK",269111,791726,20,4792,19,21,-2,0,0,0,0,0.2012279,0.858615078647623,6,3,3,36,9,59,17,0.765804857470017,0.765804857470017,0.255107575483638,,,,,,,,,,,,,,,1,,2
638,2002,"Peter","Oremus",52,"","Ing.","manažér",5,"Smer",387100,673096,25,3069,28,28,0,0,0,0,0,0.2787736,0.630204657727593,7,0,7,0,8,0,22,0.683028829817821,0.756230308806173,0.111326746647848,,,,,,,,,,,,,,,1,,1
639,2002,"Stanislav","Kropilák",47,"","0","športový manažér",17,"ANO",230309,442270,15,5098,18,18,0,0,0,0,0,0.0970267,0.468595624558927,0,0,0,0,0,0,0,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
640,2002,"Pál","Keszegh",54,"","Ing.","chemický inžinier",11,"SMK",321069,789916,20,3671,28,28,0,0,0,0,0,0.1591589,0.4484827099506,1,1,0,9,0,9,0,0.742781749562763,0.785533373686545,0.0127028934368384,10,"SMK",269111,791726,20,2162,60,60,0,0,0,0,0,0.6349357,0,0,1
641,2002,"Jana","Štefanková",49,"","JUDr.","riaditelka DSS",6,"HZDS",560691,1310310,35,1933,38,37,1,0,0,0,1,0.1411052,0.541460832745236,0,0,0,0,0,0,0,0.432486473770877,0.627355601968387,0.167254763585039,14,"HZDS",202540,527450,15,1245,27,28,-1,0,0,0,0,-0.0148531,0,0,1
642,2002,"Pavol","Kuljacek",51,"","Ing.","stavebný inžinier",17,"ANO",230309,442270,15,544,19,19,0,0,0,0,0,0.0225145,0.410374029640085,1,1,0,9,0,9,0,0.397366395072817,0.625876417160821,0.13196894848271,,,,,,,,,,,,,,,1,,1
643,2002,"Marián","Záhumenský",38,"","Ing.","polnohospodársky man",5,"Smer",387100,673096,25,2787,27,27,0,0,0,0,0,0.0812107,0.376676076217361,1,0,1,0,0,0,0,0.683028829817821,0.756230308806173,0.111326746647848,19,"Smer",671185,1440267,50,4048,33,33,0,0,0,0,0,0.2368966,0,0,1
643,2006,"Marián","Záhumenský",42,"Dvory nad Žitavou","Ing.","poľnohospodársky manažér",19,"Smer",671185,1440267,50,4048,33,33,0,0,0,0,0,0.2368966,0.923521967094558,11,9,2,1.42857142857143,2,7,4,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1605,62,62,0,0,0,0,0,1.182648,0,0,1
644,2006,"Imre","Andruskó",37,"Komárno","Mgr.","pedagóg",10,"SMK",269111,791726,20,11110,37,14,23,1,0,1,1,0.65422,0.927861146266498,6,3,3,35,2.5,59,4,0.765804857470017,0.765804857470017,0.255107575483638,7,"SMK",109638,309527,0,5982,35,12,23,1,0,0,1,1.078763,0,0,1
645,2006,"Milada","Belásová",45,"Považská Bystrica","","marketingová manažérka",20,"SNS",270230,541733,20,4960,20,20,0,0,0,0,0,0.5242444,0.942867474236124,4,4,0,7.33333333333333,0,18,0,0.748056409329235,0.748056409329235,0.00705116615440246,10,"SNS",128490,265742,9,2827,14,15,-1,0,0,0,0,1.772052,0,0,0
646,2006,"Ágnes","Biró",48,"Šaľa","PaedDr.","pedagóg",10,"SMK",269111,791726,20,5616,15,20,-5,0,0,0,0,0.4108666,0.903272464292171,10,1,9,0,6,0,27,0.765804857470017,0.765804857470017,0.255107575483638,7,"SMK",109638,309527,0,8783,7,7,0,1,0,0,0,0.7077452,0,0,1
647,2006,"Katarína","Cibulková",44,"Piešťany","JUDr.","advokátka",18,"SDKÚ",422815,999034,31,2855,19,19,0,0,0,0,0,0.1375638,0.942505875971795,12,9,3,10.8888888888889,8.5,56,17,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,4830,27,28,-1,0,0,0,0,1.521317,0,0,1
648,2006,"Ján","Čech",54,"Pezinok","Ing.","manažér",19,"Smer",671185,1440267,50,1416,42,42,0,0,0,0,0,0.4195516,0.992225637316941,2,1,1,2,4,2,4,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,300,97,97,0,0,0,0,0,1.369845,0,0,1
649,2006,"Marta","Damborská",54,"Zlaté Moravce","","riaditeľka domova sociálnych služieb",20,"SNS",270230,541733,20,6511,10,11,-1,0,0,0,0,0.3516363,0.936901102874706,3,3,0,7,0,21,0,0.748056409329235,0.748056409329235,0.00705116615440246,,,,,,,,,,,,,,,1,,0
650,2006,"Peter","Dubravay",61,"Kysucké Nové Mesto","PhDr.","stredoškolský učiteľ",20,"SNS",270230,541733,20,3096,16,17,-1,0,0,0,0,0.5047293,0.917193997468812,4,2,2,9.5,0,18,0,0.748056409329235,0.748056409329235,0.00705116615440246,10,"SNS",128490,265742,9,1251,18,19,-1,0,0,0,0,1.386148,0,0,1
651,2006,"Jozef","Ďuračka",50,"Trnava","Ing.","ekonóm",20,"SNS",270230,541733,20,5017,15,16,-1,0,0,0,0,0.4507654,0.85590309166516,5,5,0,4.4,0,21,0,0.748056409329235,0.748056409329235,0.00705116615440246,10,"SNS",128490,265742,9,2833,12,13,-1,0,0,0,0,1.678001,0,0,1
652,2006,"Pavol","Džurina",46,"Sobrance","Ing.","živnostník",14,"HZDS",202540,527450,15,3261,9,14,-5,0,0,0,0,0.6669004,0.958054601337914,1,1,0,1,0,1,0,0.674177363948653,0.674177363948653,0.0142831314409691,8,"HZDS",109480,236360,0,3343,14,15,-1,1,0,0,0,1.01433,0,0,1
653,2006,"Martin","Fedor",32,"Trenčianske Teplice","Mgr., MEconSc","minister obrany SR",18,"SDKÚ",422815,999034,31,8675,17,17,0,0,0,0,0,0.1718112,0.898933285120231,4,4,0,22,0,56,0,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,14259,7,9,-2,1,0,0,0,1.454196,0,0,2
654,2006,"Pavol","Frešo",37,"Bratislava","Ing., Bc.","informatik - ekonóm",18,"SDKÚ",422815,999034,31,2340,27,27,0,0,0,0,0,0.1318964,0.901283673838366,17,15,2,10.6666666666667,1.5,61,3,0.732176218887483,0.732176218887483,0.24697161453625,,,,,,,,,,,,,,,1,,2
655,2006,"Peter","Gabura",49,"Svätý Jur","Bc.","šéfredaktor, manažér",6,"KDH",191443,485752,14,8527,77,9,68,1,0,1,1,0.0894586,0.721569336467185,25,24,1,0,0,0,0,0.723919725185319,0.723919725185319,0.287470620141023,,,,,,,,,,,,,,,1,,1
656,2006,"Dušan","Galis",56,"Bratislava","Mgr.","futbalový tréner",19,"Smer",671185,1440267,50,13546,30,30,0,0,0,0,0,0.2260828,0.951003435183511,0,0,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,5380,31,31,0,0,0,0,0,1.245709,0,0,1
657,2006,"Monika","Gibalová",46,"Svit","PhDr., Mgr., PhD.","riaditeľka služieb Spišskej katolíckej charity",6,"KDH",191443,485752,14,6485,33,10,23,1,0,1,1,0.3546869,0.897306092930754,36,32,4,6.8125,3.25,60,12,0.723919725185319,0.723919725185319,0.287470620141023,13,"KDH",215755,518170,15,5620,17,18,-1,0,0,0,0,1.405757,0,0,3
658,2006,"Tibor","Glenda",50,"Alekšince","","manažér",19,"Smer",671185,1440267,50,3088,16,18,-2,0,0,0,0,0.4384918,0.982281685047912,3,3,0,2.33333333333333,0,5,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,3569,21,21,0,0,0,0,0,1.512609,0,0,0
660,2006,"Jozef","Halecký",55,"Bardejov","MUDr.","lekársky riaditeľ a. s.",14,"HZDS",202540,527450,15,3807,6,13,-7,0,0,0,0,0.567217,0.918097993129633,0,0,0,0,0,0,0,0.674177363948653,0.674177363948653,0.0142831314409691,8,"HZDS",109480,236360,0,5569,17,9,8,1,0,0,1,1.482521,0,0,1
661,2006,"Juraj","Horváth",40,"Bratislava","JUDr.","asistent poslanca NR SR",19,"Smer",671185,1440267,50,1126,44,44,0,0,0,0,0,0.0443559,0.930392334116796,1,0,1,0,1,0,1,0.872653599498017,0.872653599498017,0.00198879045380582,,,,,,,,,,,,,,,1,,1
662,2006,"Sergej","Chelemendik",48,"Bratislava","","šéfredaktor",20,"SNS",270230,541733,20,7635,7,8,-1,0,0,0,0,0.1166115,0.764237931657928,1,1,0,18,0,18,0,0.748056409329235,0.748056409329235,0.00705116615440246,,,,,,,,,,,,,,,1,,0
663,2006,"Vladimír","Jánoš",37,"Prievidza","PaedDr.","manažér",19,"Smer",671185,1440267,50,4790,48,48,0,0,0,0,0,0.7491477,0.990779244259628,5,5,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,2048,40,40,0,0,0,0,0,1.349377,0,0,1
664,2006,"Miroslav","Jureňa",52,"Gbely","Ing.","súkromný podnikateľ",14,"HZDS",202540,527450,15,1849,12,15,-3,0,0,0,0,0.4551103,0.681251129994576,10,10,0,0.5,0,4,0,0.674177363948653,0.674177363948653,0.0142831314409691,8,"HZDS",109480,236360,0,9953,11,5,6,1,0,0,1,1.361807,0,0,1
666,2006,"Anton","Korba",50,"Pavlovce","Ing.","súkromný podnikateľ",20,"SNS",270230,541733,20,5468,8,9,-1,0,0,0,0,0.4573582,0.947568251672392,1,1,0,18,0,18,0,0.748056409329235,0.748056409329235,0.00705116615440246,,,,,,,,,,,,,,,1,,1
667,2006,"Zdenka","Kramplová",48,"Bratislava","Ing.","ústredná tajomníčka HZDS",14,"HZDS",202540,527450,15,12326,11,9,2,1,0,0,1,0.1977293,0.817573675646357,8,8,0,1.25,0,6,0,0.674177363948653,0.674177363948653,0.0142831314409691,,,,,,,,,,,,,,,1,,1
668,2006,"Stanislav","Kubánek",54,"Veľký Šariš","","elektrotechnik",19,"Smer",671185,1440267,50,8216,12,14,-2,0,0,0,0,0.4465801,0.983908877237389,0,0,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,5583,19,19,0,0,0,0,0,2.092739,0,0,0
669,2006,"Martin","Kuruc",32,"Bratislava","Ing.","prednosta Obvodného úradu Bratislava",18,"SDKÚ",422815,999034,31,1168,29,29,0,0,0,0,0,0.0860992,0.822997649611282,6,6,0,0.8,0,1,0,0.732176218887483,0.732176218887483,0.24697161453625,2,"Únia",17741,34510,0,574,11,8,3,1,0,0,1,1.027402,0,1,1
670,2006,"Štefan","Kužma",48,"Prešov","Ing.","štátny tajomník MVaRR SR",18,"SDKÚ",422815,999034,31,4412,22,22,0,0,0,0,0,0.1226204,0.909962032182245,11,11,0,9.72727272727273,0,59,0,0.732176218887483,0.732176218887483,0.24697161453625,15,"SDKÚ",390042,802836,28,5644,16,19,-3,0,0,0,0,2.132416,0,0,1
671,2006,"Ján","Kvorka",51,"Blatnica","","asistent obchodného riaditeľa",19,"Smer",671185,1440267,50,1605,50,50,0,0,0,0,0,0.4943895,0.984632073766046,3,3,0,0,0,0,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,577,67,67,0,0,0,0,0,1.337533,0,0,0
673,2006,"Mojmír","Mamojka",55,"Bratislava","prof., JUDr., CSc.","vysokoškolský učiteľ",19,"Smer",671185,1440267,50,3540,45,45,0,0,0,0,0,0.1427767,0.911589224371723,13,13,0,1,0,6,0,0.872653599498017,0.872653599498017,0.00198879045380582,17,"Smer",880111,1919262,62,1890,33,33,0,0,0,0,0,0.947936,0,0,3
